transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,anomaly_montant,anomaly_score,is_anomaly,zscore_montant,anomaly_montant_z,zscore_score,anomaly_score_z,annee,mois,trimestre,jour_semaine,montant_eur_verifie,montant_eur_diff,categorie_risque,solde_net,nb_transactions,montant_moyen,nb_produits_distincts,taux_rejet
TXN000896,CLI0054,,5311.26,USD,1.08,4917.83,Virement international,Livret A,Bordeaux-Meriadeck,Credit,En attente,347.0,Risque,11017.36,,True,False,True,0.38556043456022865,False,-2.264675950968111,False,,,,,4917.833333333333,-0.003333333333102928,High,23891.25,15,-158.16866666666658,8,0.04519774011299435
TXN001706,CLI0013,2023-01-19 12:38:00,1518.61,EUR,1.0,1518.61,Interets,Credit Immobilier,Toulouse-Capitole,Credit,Complete,351.0,Standard,10075.17,,False,False,False,0.12105144929678857,False,-2.2327389604417363,False,2023.0,1.0,1.0,Thursday,1518.61,0.0,High,29735.53,16,131.331875,8,0.06806282722513089
TXN001206,CLI0039,2023-02-08 20:20:00,912.43,MAD,10.85,84.09,Prelevement,Livret A,Lille-Grand-Place,Credit,Complete,631.0,Standard,49180.19,,False,False,False,0.0787749258403684,False,0.002850376404478692,False,2023.0,2.0,1.0,Wednesday,84.09493087557604,-0.004930875576036442,Medium,22940.620000000003,13,505.83076923076925,7,0.04205607476635514
TXN001622,CLI0068,2022-09-28 03:52:00,4517.71,EUR,1.0,4517.71,Virement international,PEA,Lyon-Part-Dieu,Credit,Complete,605.0,Standard,41766.92,,False,False,False,0.33021625430214974,False,-0.20474006201695555,False,2022.0,9.0,3.0,Wednesday,4517.71,0.0,Medium,32849.7,16,796.93625,6,0.04013377926421405
TXN000977,CLI0072,,1714.19,EUR,1.0,1714.19,Prelevement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,606.0,Standard,19264.98,,False,False,False,0.13469169222398292,False,-0.19675581438536194,False,,,,,1714.19,0.0,Medium,30859.34,16,178.84249999999997,7,0.05572755417956656
TXN000579,CLI0032,2024-03-09 23:47:00,-2040.32,EUR,1.0,-2040.32,Virement international,Credit Immobilier,Paris-Centre,Debit,Complete,621.0,Standard,10784.02,,False,False,False,-0.12715731315785778,False,-0.07699209991145756,False,2024.0,3.0,1.0,Saturday,-2040.32,0.0,Medium,15232.73,11,-272.5554545454545,5,0.06578947368421052
TXN001962,CLI0041,2023-05-22 06:11:00,-251.17,MAD,10.85,-23.15,Virement international,PEA,,Debit,Complete,643.0,Standard,7782.82,,False,False,False,-0.0023774755814709022,False,0.0986613479836022,False,2023.0,5.0,2.0,Monday,-23.14930875576037,-0.0006912442396291851,Medium,17809.0,14,-109.58714285714287,7,
TXN001171,CLI0087,2024-03-07 14:07:00,-2022.68,CHF,0.97,-2085.24,Interets,Credit Consommation,Toulouse-Capitole,Debit,Complete,607.0,Standard,12048.62,,False,False,False,-0.125927055026987,False,-0.1887715667537683,False,2024.0,3.0,1.0,Thursday,-2085.237113402062,-0.002886597937958868,Medium,12931.970000000001,13,-380.85,7,0.06806282722513089
TXN000819,CLI0036,2024-06-28 05:19:00,-1028.68,USD,1.08,-952.48,Interets,Compte Courant,Marseille-Vieux-Port,Debit,Complete,572.0,Risque,13446.09,,False,False,False,-0.056602985747760244,False,-0.4682202338595452,False,2024.0,6.0,2.0,Friday,-952.4814814814815,0.0014814814815053978,High,19039.65,18,-42.36277777777781,8,0.05572755417956656
TXN001824,CLI0084,2024-11-14 01:06:00,265.7,EUR,1.0,265.7,Retrait DAB,PEA,Marseille-Vieux-Port,Credit,Complete,684.0,Standard,23970.47,,False,False,False,0.033670343018482755,False,0.4260155008789408,False,2024.0,11.0,4.0,Thursday,265.7,0.0,Medium,-185677.55,12,-17044.989166666666,7,0.05572755417956656
TXN000982,CLI0117,2022-09-03 14:56:00,-227.49,CHF,0.97,-234.53,Paiement CB,Credit Immobilier,Lille-Grand-Place,Debit,Rejete,643.0,Standard,36608.52,,False,False,False,-0.0007259726030683991,False,0.0986613479836022,False,2022.0,9.0,3.0,Saturday,-234.5257731958763,-0.004226804123703687,Medium,27208.629999999997,13,-908.4238461538462,6,0.04205607476635514
TXN001283,CLI0131,2022-05-20 15:32:00,-2970.11,GBP,0.86,-3453.62,Depot especes,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,645.0,Premium,37695.35,,False,False,False,-0.19200321494370512,False,0.11462984324678945,False,2022.0,5.0,2.0,Friday,-3453.6162790697676,-0.0037209302322480653,Medium,24821.3,16,-536.89375,6,0.05572755417956656
TXN000368,CLI0090,2022-12-24 09:22:00,-176.04,EUR,1.0,-176.04,Retrait DAB,Credit Auto,Nantes-Commerce,Debit,En attente,645.0,Standard,19115.44,,False,False,False,0.0028622802786380575,False,0.11462984324678945,False,2022.0,12.0,4.0,Saturday,-176.04,0.0,Medium,20144.83,10,-1042.4189999999999,6,0.085
TXN001635,CLI0093,2023-05-11 10:55:00,-2759.27,EUR,1.0,-2759.27,Interets,Compte Courant,Marseille-Vieux-Port,Debit,Complete,786.0,Premium,13723.12,,False,False,False,-0.17729870109377335,False,1.2404087593014905,False,2023.0,5.0,2.0,Thursday,-2759.27,0.0,Low,33736.19,20,-615.3765,8,0.05572755417956656
TXN001696,CLI0128,2023-02-02 20:10:00,2615.6,EUR,1.0,2615.6,Virement,Compte Courant,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,20605.01,,False,False,False,0.1975583011666266,False,0.4180312532473472,False,2023.0,2.0,1.0,Thursday,2615.6,0.0,Medium,37497.07,17,42.41941176470589,5,0.05572755417956656
TXN000300,CLI0046,2022-09-20 03:24:00,1989.69,USD,1.08,1842.31,Depot especes,PEA,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,19294.67,,False,False,False,0.15390575770328574,False,1.67954237903914,False,2022.0,9.0,3.0,Tuesday,1842.3055555555554,0.0044444444445161935,Low,24894.690000000002,15,-136.53400000000002,6,0.04519774011299435
TXN000049,CLI0017,2024-01-12 16:37:00,-371.71,EUR,1.0,-371.71,Interets,Compte Courant,Bordeaux-Meriadeck,Debit,Complete,645.0,Standard,45446.71,,False,False,False,-0.010784239475754598,False,0.11462984324678945,False,2024.0,1.0,1.0,Friday,-371.71,0.0,Medium,26930.850000000002,20,384.0065,8,0.04519774011299435
TXN001705,CLI0057,,-879.44,EUR,1.0,-879.44,Virement international,Compte Courant,Nice-Massena,Debit,Complete,435.0,Risque,4672.74,,False,False,False,-0.04619461140245662,False,-1.5620621593878719,False,,,,,-879.44,0.0,High,6995.71,9,-379.13666666666666,7,0.07633587786259542
TXN000772,CLI0148,,-1637.72,USD,1.08,-1516.41,Interets,Livret A,Lille-Grand-Place,Debit,Complete,713.0,Standard,2332.3,,False,False,False,-0.09907897282403817,False,0.6575586821951559,False,,,,,-1516.4074074074074,-0.0025925925926912896,Low,19508.75,18,-509.2705555555556,8,0.04205607476635514
TXN000148,CLI0049,2022-03-22 02:12:00,2423.72,EUR,1.0,2423.72,Virement,Credit Consommation,,Credit,Complete,593.0,Standard,43486.75,,False,False,False,0.18417610557980763,False,-0.30055103359607904,False,2022.0,3.0,1.0,Tuesday,2423.72,0.0,Medium,17168.61,11,46.61727272727274,6,
TXN001169,CLI0046,2024-06-30 00:39:00,-164.38,GBP,0.86,-191.14,Depot especes,Livret A,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,15652.1,,False,False,False,0.003675478113442669,False,1.67954237903914,False,2024.0,6.0,2.0,Sunday,-191.13953488372093,-0.00046511627905942987,Low,24894.690000000002,15,-136.53400000000002,6,0.04519774011299435
TXN000743,CLI0026,2022-01-15 21:37:00,-2378.16,EUR,1.0,-2378.16,Virement,Credit Consommation,Lille-Grand-Place,Debit,Complete,699.0,Standard,462.37,,False,False,False,-0.15071912760986375,False,0.5457792153528452,False,2022.0,1.0,1.0,Saturday,-2378.16,0.0,Medium,27174.649999999998,15,-824.6553333333334,7,0.04205607476635514
TXN001830,CLI0118,2024-01-30 15:21:00,5153.85,EUR,1.0,5153.85,Virement international,Credit Immobilier,Lille-Grand-Place,Credit,En attente,641.0,Standard,37120.67,,True,False,True,0.37458226379036635,False,0.08269285272041495,False,2024.0,1.0,1.0,Tuesday,5153.85,0.0,Medium,27600.21,13,1009.7253846153847,7,0.04205607476635514
TXN001151,CLI0102,2022-07-05 22:38:00,2748.36,EUR,1.0,2748.36,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,677.0,Standard,17074.18,,False,False,False,0.20681731870939335,False,0.3701257674577854,False,2022.0,7.0,3.0,Tuesday,2748.36,0.0,Medium,11826.730000000003,9,689.6277777777779,6,0.05572755417956656
TXN001460,CLI0043,2022-12-01 00:24:00,382.23,EUR,1.0,382.23,Prelevement,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,735.0,Premium,48979.26,,False,False,False,0.041797439389819065,False,0.8332121300902157,False,2022.0,12.0,4.0,Thursday,382.23,0.0,Low,27707.96,12,-390.8916666666667,5,0.04519774011299435
TXN000379,CLI0070,2024-12-25 08:26:00,-110.24,EUR,1.0,-110.24,Paiement CB,Credit Immobilier,Nantes-Commerce,Debit,Complete,425.0,Risque,31880.95,,False,False,False,0.007451338385854477,False,-1.641904635703808,False,2024.0,12.0,4.0,Wednesday,-110.24,0.0,High,211701.12000000002,13,15569.852307692308,7,0.085
TXN001899,CLI0079,2024-06-19 13:14:00,-2563.78,CHF,0.97,-2643.07,Depot especes,Compte Courant,Paris-Centre,Debit,Complete,689.0,Standard,4496.82,,False,False,False,-0.16366473499377734,False,0.46593673903690896,False,2024.0,6.0,2.0,Wednesday,-2643.072164948454,0.0021649484538102115,Medium,22220.78,14,-114.12857142857149,7,0.06578947368421052
TXN000625,CLI0129,2023-11-23 13:07:00,-1871.81,GBP,0.86,-2176.52,Virement,Credit Consommation,Paris-Centre,Debit,Complete,573.0,Risque,49683.77,,False,False,False,-0.11540500036686935,False,-0.46023598622795153,False,2023.0,11.0,4.0,Thursday,-2176.5232558139533,0.0032558139532739006,High,33604.45999999999,21,-736.64,8,0.06578947368421052
TXN000194,CLI0095,2023-11-02 18:00:00,2613.28,MAD,10.85,240.86,Interets,Livret A,Nantes-Commerce,Credit,Complete,668.0,Standard,22976.62,,False,False,False,0.1973964985099588,False,0.2982675387734428,False,2023.0,11.0,4.0,Thursday,240.85529953917055,0.004700460829468511,Medium,25366.22,11,152.47636363636363,6,0.085
TXN001036,CLI0063,2023-11-23 15:43:00,-212.55,USD,1.08,-196.81,Paiement CB,Credit Consommation,Paris-Centre,Debit,Complete,426.0,Risque,45053.19,,False,False,False,0.00031598071185277556,False,-1.6339203880722144,False,2023.0,11.0,4.0,Thursday,-196.80555555555554,-0.00444444444445935,High,-124777.46000000002,20,6837.2570000000005,8,0.06578947368421052
TXN000543,CLI0078,2024-01-13 03:34:00,298.42,USD,1.08,276.31,Paiement CB,Compte Courant,Marseille-Vieux-Port,Credit,Complete,647.0,Standard,14142.75,,False,False,False,0.03595231841769432,False,0.13059833850997668,False,2024.0,1.0,1.0,Saturday,276.31481481481484,-0.0048148148148356995,Medium,14041.910000000002,15,-291.4873333333333,7,0.05572755417956656
TXN000516,CLI0118,2024-08-07 04:55:00,-2124.25,MAD,10.85,-195.78,Virement,PEA,Lille-Grand-Place,Debit,Complete,641.0,Standard,35224.71,,False,False,False,-0.13301080323291362,False,0.08269285272041495,False,2024.0,8.0,3.0,Wednesday,-195.78341013824885,0.0034101382488529453,Medium,27600.21,13,1009.7253846153847,7,0.04205607476635514
TXN000649,CLI0043,2023-09-25 17:41:00,415.16,EUR,1.0,415.16,Virement,Credit Consommation,Bordeaux-Meriadeck,Credit,Rejete,735.0,Premium,27137.53,,False,False,False,0.04409406071916005,False,0.8332121300902157,False,2023.0,9.0,3.0,Monday,415.16,0.0,Low,27707.96,12,-390.8916666666667,5,0.04519774011299435
TXN001844,CLI0125,2022-08-25 03:24:00,-906.02,EUR,1.0,-906.02,Depot especes,Compte Courant,Lille-Grand-Place,Debit,Complete,810.0,Premium,41932.13,,False,False,False,-0.048048367701693885,False,1.4320307024597376,False,2022.0,8.0,3.0,Thursday,-906.02,0.0,Low,20704.949999999997,15,713.7446666666667,6,0.04205607476635514
TXN000769,CLI0101,2022-09-12 06:42:00,-2697.93,EUR,1.0,-2697.93,Interets,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,655.0,Standard,22416.92,,False,False,False,-0.1730206946454959,False,0.1944723195627257,False,2022.0,9.0,3.0,Monday,-2697.93,0.0,Medium,18511.6,12,737.9666666666667,8,0.05572755417956656
TXN000905,CLI0004,2022-02-12 05:16:00,-2649.71,EUR,1.0,-2649.71,Interets,Compte Courant,Bordeaux-Meriadeck,Debit,Complete,586.0,Standard,48480.12,,False,False,False,-0.16965771011768474,False,-0.35644076701723443,False,2022.0,2.0,1.0,Saturday,-2649.71,0.0,Medium,15621.52,16,-94.13125000000001,7,0.04519774011299435
TXN001134,CLI0077,2023-10-01 06:59:00,2213.71,EUR,1.0,2213.71,Virement,Livret A,Paris-Centre,Credit,Complete,322.0,Risque,20577.74,,False,False,False,0.16952947802514928,False,-2.4642821417579515,False,2023.0,10.0,4.0,Sunday,2213.71,0.0,High,16640.73,11,-46.67363636363632,7,0.06578947368421052
TXN001489,CLI0108,2024-12-10 03:15:00,-2406.47,USD,1.08,-2228.21,Interets,PEA,,Debit,Complete,375.0,Risque,47994.03,,False,False,False,-0.15269353847635764,False,-2.041117017283489,False,2024.0,12.0,4.0,Tuesday,-2228.2129629629626,0.0029629629625560483,High,16900.58,10,-587.6800000000001,5,
TXN001236,CLI0008,2024-08-10 04:28:00,1896.38,EUR,1.0,1896.38,Remboursement credit,Credit Auto,Nantes-Commerce,Credit,Complete,744.0,Premium,5476.47,,False,False,False,0.14739808274911606,False,0.9050703587745583,False,2024.0,8.0,3.0,Saturday,1896.38,0.0,Low,16691.41,9,-82.44555555555553,6,0.085
TXN001875,CLI0024,2024-04-08 22:18:00,2210.9,GBP,0.86,2570.81,Depot especes,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,592.0,Standard,27844.53,,False,False,False,0.16933350153151286,False,-0.3085352812276727,False,2024.0,4.0,2.0,Monday,2570.813953488372,-0.003953488372189895,Medium,21030.41,12,272.8325,6,0.04013377926421405
TXN000440,CLI0054,2022-08-12 18:46:00,-490.09,EUR,1.0,-490.09,Retrait DAB,Livret A,Bordeaux-Meriadeck,Debit,Complete,347.0,Risque,34463.85,,False,False,False,-0.019040359517278605,False,-2.264675950968111,False,2022.0,8.0,3.0,Friday,-490.09,0.0,High,23891.25,15,-158.16866666666658,8,0.04519774011299435
TXN000078,CLI0115,2023-09-26 15:57:00,-420.85,EUR,1.0,-420.85,Retrait DAB,Credit Auto,Toulouse-Capitole,Debit,Complete,709.0,Standard,14160.41,,False,False,False,-0.0142113871260375,False,0.6256216916687815,False,2023.0,9.0,3.0,Tuesday,-420.85,0.0,Low,10488.029999999999,10,65.559,7,0.06806282722513089
TXN000332,CLI0068,2023-02-28 16:58:00,-6373.39,EUR,1.0,-6373.39,Virement international,Credit Auto,Lyon-Part-Dieu,Debit,En attente,605.0,Standard,2091.24,,True,False,True,-0.4293565534714786,False,-0.20474006201695555,False,2023.0,2.0,1.0,Tuesday,-6373.39,0.0,Medium,32849.7,16,796.93625,6,0.04013377926421405
TXN001159,CLI0144,2022-04-28 11:30:00,-2609.35,EUR,1.0,-2609.35,Interets,PEA,Paris-Centre,Debit,Complete,361.0,Risque,35971.55,,False,False,False,-0.16684290183186018,False,-2.1528964841258,False,2022.0,4.0,2.0,Thursday,-2609.35,0.0,High,25768.47,16,-450.673125,8,0.06578947368421052
TXN001749,CLI0040,2022-02-03 04:21:00,212.61,EUR,1.0,212.61,Retrait DAB,Credit Consommation,Nice-Massena,Credit,Complete,491.0,Standard,597.05,,False,False,False,0.029967712396718017,False,-1.1149442920186288,False,2022.0,2.0,1.0,Thursday,212.61,0.0,High,22387.77,19,434.80368421052634,7,0.07633587786259542
TXN001725,CLI0125,2023-08-03 18:40:00,1395.48,EUR,1.0,1395.48,Remboursement credit,Credit Auto,Lille-Grand-Place,Credit,Complete,810.0,Premium,2592.09,,False,False,False,0.11246405226424211,False,1.4320307024597376,False,2023.0,8.0,3.0,Thursday,1395.48,0.0,Low,20704.949999999997,15,713.7446666666667,6,0.04205607476635514
TXN000586,CLI0130,2023-11-01 14:44:00,-130.69,EUR,1.0,-130.69,Prelevement,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,586.0,Standard,39571.86,,False,False,False,0.006025103761347246,False,-0.35644076701723443,False,2023.0,11.0,4.0,Wednesday,-130.69,0.0,Medium,216192.34,14,-15065.965714285714,8,0.04013377926421405
TXN000718,CLI0025,2022-04-01 13:32:00,-367.67,USD,1.08,-340.44,Depot especes,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,688.0,Standard,46722.94,,False,False,False,-0.010502479677074444,False,0.4579524914053153,False,2022.0,4.0,2.0,Friday,-340.43518518518516,-0.0048148148148356995,Medium,11868.550000000001,10,1002.3770000000001,6,0.04013377926421405
TXN001252,CLI0078,2022-11-23 03:03:00,1135.75,EUR,1.0,1135.75,Interets,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,647.0,Standard,18703.77,,False,False,False,0.0943498263951339,False,0.13059833850997668,False,2022.0,11.0,4.0,Wednesday,1135.75,0.0,Medium,14041.910000000002,15,-291.4873333333333,7,0.05572755417956656
TXN001432,CLI0094,2023-11-23 07:31:00,-2810.0,USD,1.08,-2601.85,Virement,Compte Courant,Paris-Centre,Debit,Complete,435.0,Risque,4889.67,,False,False,False,-0.18083673935789324,False,-1.5620621593878719,False,2023.0,11.0,4.0,Thursday,-2601.8518518518517,0.0018518518518249039,High,24403.120000000003,10,-529.2079999999999,7,0.06578947368421052
TXN000537,CLI0075,2023-09-11 18:19:00,1507.6,EUR,1.0,1507.6,Interets,Credit Consommation,Nice-Massena,Credit,Complete,647.0,Standard,222.09,,False,False,False,0.12028358410286072,False,0.13059833850997668,False,2023.0,9.0,3.0,Monday,1507.6,0.0,Medium,9635.97,11,50.25909090909092,5,0.07633587786259542
TXN001117,CLI0016,2023-08-24 11:39:00,-219.14,GBP,0.86,-254.81,Retrait DAB,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,716.0,Standard,25978.12,,False,False,False,-0.00014362252411312246,False,0.6815114250899368,False,2023.0,8.0,3.0,Thursday,-254.81395348837208,0.003953488372076208,Low,20728.21,15,-638.6980000000001,8,0.04519774011299435
TXN001603,CLI0034,2023-04-09 18:28:00,-98.11,GBP,0.86,-114.08,Retrait DAB,Livret A,Bordeaux-Meriadeck,Debit,Complete,457.0,Standard,5725.21,,False,False,False,0.008297315207139205,False,-1.386408711492812,False,2023.0,4.0,2.0,Sunday,-114.0813953488372,0.0013953488372067113,High,11456.22,13,26.430769230769222,6,0.04519774011299435
TXN000529,CLI0128,2023-10-18 04:00:00,-2911.94,CHF,0.97,-3002.0,Depot especes,PEA,Marseille-Vieux-Port,Debit,Complete,683.0,Standard,14848.29,,False,False,False,-0.1879462922978574,False,0.4180312532473472,False,2023.0,10.0,4.0,Wednesday,-3002.0,0.0,Medium,37497.07,17,42.41941176470589,5,0.05572755417956656
TXN001115,CLI0077,2022-06-22 20:41:00,408.88,MAD,10.85,37.68,Retrait DAB,Compte Courant,Paris-Centre,Credit,Rejete,322.0,Risque,13808.33,,False,False,False,0.043656077665766145,False,-2.4642821417579515,False,2022.0,6.0,2.0,Wednesday,37.68479262672811,-0.0047926267281113155,High,16640.73,11,-46.67363636363632,7,0.06578947368421052
TXN001664,CLI0002,,-1074.1,EUR,1.0,-1074.1,Virement international,PEA,Lyon-Part-Dieu,Debit,Complete,606.0,Standard,27575.0,,False,False,False,-0.059770691207179226,False,-0.19675581438536194,False,,,,,-1074.1,0.0,Medium,13138.46,12,-403.41166666666663,6,0.04013377926421405
TXN000141,CLI0089,2022-08-20 01:51:00,1997.58,EUR,1.0,1997.58,Depot especes,Compte Courant,Bordeaux-Meriadeck,Credit,Complete,638.0,Standard,3457.82,,False,False,False,0.15445602622100513,False,0.05874010982563407,False,2022.0,8.0,3.0,Saturday,1997.58,0.0,Medium,160800.18,10,14483.848000000002,6,0.04519774011299435
TXN001766,CLI0128,2024-08-09 00:51:00,1496.44,EUR,1.0,1496.44,Virement international,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,34249.3,,False,False,False,0.11950525753026901,False,0.4180312532473472,False,2024.0,8.0,3.0,Friday,1496.44,0.0,Medium,37497.07,17,42.41941176470589,5,0.05572755417956656
TXN000984,CLI0019,2022-03-20 13:06:00,7472.47,CHF,0.97,7703.58,Virement international,PEA,Lille-Grand-Place,Credit,Complete,505.0,Risque,27952.7,,True,False,True,0.5362886757744717,False,-1.003164825176318,False,2022.0,3.0,1.0,Sunday,7703.577319587629,0.00268041237086436,High,28863.049999999996,9,3087.6077777777778,5,0.04205607476635514
TXN000466,CLI0089,2024-11-11 12:54:00,-426.29,EUR,1.0,-426.29,Prelevement,PEA,Bordeaux-Meriadeck,Debit,En attente,638.0,Standard,48398.19,,False,False,False,-0.014590786458913752,False,0.05874010982563407,False,2024.0,11.0,4.0,Monday,-426.29,0.0,Medium,160800.18,10,14483.848000000002,6,0.04519774011299435
TXN000613,CLI0012,2023-09-02 10:37:00,2186.08,EUR,1.0,2186.08,Prelevement,Credit Auto,Lille-Grand-Place,Credit,Complete,645.0,Premium,13327.21,,False,False,False,0.16760249207526492,False,0.11462984324678945,False,2023.0,9.0,3.0,Saturday,2186.08,0.0,Medium,18831.190000000002,11,306.97727272727275,5,0.04205607476635514
TXN000163,CLI0021,2024-06-14 07:53:00,792.94,EUR,1.0,792.94,Virement international,Compte Epargne,Marseille-Vieux-Port,Credit,Rejete,697.0,Standard,16386.19,,False,False,False,0.07044139159673177,False,0.5298107200896579,False,2024.0,6.0,2.0,Friday,792.94,0.0,Medium,13902.65,11,785.919090909091,5,0.05572755417956656
TXN000114,CLI0087,2023-02-12 19:32:00,-3330.82,USD,1.08,-3084.09,Virement international,Compte Courant,Toulouse-Capitole,Debit,Complete,607.0,Standard,16718.73,,False,False,False,-0.21716004092932875,False,-0.1887715667537683,False,2023.0,2.0,1.0,Sunday,-3084.0925925925926,0.002592592592463916,Medium,12931.970000000001,13,-380.85,7,0.06806282722513089
TXN001964,CLI0009,2024-10-29 17:51:00,288.93,GBP,0.86,335.97,Retrait DAB,Credit Consommation,Nice-Massena,Credit,Complete,591.0,Standard,37777.15,,False,False,False,0.03529046186089366,False,-0.3165195288592663,False,2024.0,10.0,4.0,Tuesday,335.9651162790698,0.004883720930251911,Medium,21971.69,13,482.66076923076923,6,0.07633587786259542
TXN001003,CLI0060,2023-06-01 13:19:00,2234.51,USD,1.08,2068.99,Virement,Compte Courant,Marseille-Vieux-Port,Credit,Complete,842.0,Premium,28309.09,,False,False,False,0.17098012253320555,False,1.6875266266707336,False,2023.0,6.0,2.0,Thursday,2068.990740740741,-0.0007407407410937594,Low,21599.140000000003,12,1200.8716666666667,7,0.05572755417956656
TXN000720,CLI0057,2023-07-25 20:39:00,-1138.49,USD,1.08,-1054.16,Prelevement,Credit Consommation,Nice-Massena,Debit,Complete,435.0,Risque,38400.5,,False,False,False,-0.0642614123549553,False,-1.5620621593878719,False,2023.0,7.0,3.0,Tuesday,-1054.1574074074074,-0.0025925925926912896,High,6995.71,9,-379.13666666666666,7,0.07633587786259542
TXN000904,CLI0123,2023-05-04 05:20:00,-347.09,GBP,0.86,-403.59,Paiement CB,PEA,Bordeaux-Meriadeck,Debit,En attente,595.0,Standard,7177.5,,False,False,False,-0.009067178524391858,False,-0.2845825383328918,False,2023.0,5.0,2.0,Thursday,-403.59302325581393,0.0030232558139573484,Medium,9820.380000000001,7,494.47999999999996,6,0.04519774011299435
TXN001170,CLI0075,2023-01-05 18:33:00,-543.79,EUR,1.0,-543.79,Prelevement,Credit Consommation,Nice-Massena,Debit,Complete,647.0,Standard,49867.36,,False,False,False,-0.022785533078943068,False,0.13059833850997668,False,2023.0,1.0,1.0,Thursday,-543.79,0.0,Medium,9635.97,11,50.25909090909092,5,0.07633587786259542
TXN001716,CLI0122,2023-05-30 18:04:00,2407.88,EUR,1.0,2407.88,Virement,Livret A,Nantes-Commerce,Credit,Complete,824.0,Standard,21463.14,,False,False,False,0.18307138399290326,False,1.5438101693020483,False,2023.0,5.0,2.0,Tuesday,2407.88,0.0,Low,39885.13,22,211.56227272727273,8,0.085
TXN000611,CLI0077,2023-08-29 18:03:00,284.48,EUR,1.0,284.48,Retrait DAB,Livret A,Paris-Centre,Credit,Complete,322.0,Risque,20709.67,,False,False,False,0.03498010762719893,False,-2.4642821417579515,False,2023.0,8.0,3.0,Tuesday,284.48,0.0,High,16640.73,11,-46.67363636363632,7,0.06578947368421052
TXN001312,CLI0044,2022-02-12 16:32:00,-449.52,EUR,1.0,-449.52,Paiement CB,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,7879.88,,False,False,False,-0.016210905301324654,False,-1.2905977399136885,False,2022.0,2.0,1.0,Saturday,-449.52,0.0,High,24516.690000000002,14,100.59785714285711,6,0.04013377926421405
TXN000531,CLI0079,2023-03-28 14:22:00,-322.82,EUR,1.0,-322.82,Virement,Credit Consommation,Paris-Centre,Debit,Complete,689.0,Standard,11184.98,,False,False,False,-0.007374527456578144,False,0.46593673903690896,False,2023.0,3.0,1.0,Tuesday,-322.82,0.0,Medium,22220.78,14,-114.12857142857149,7,0.06578947368421052
TXN001780,CLI0005,2022-04-04 09:10:00,-313.63,USD,1.08,-290.4,Paiement CB,Livret A,Lille-Grand-Place,Debit,Complete,694.0,Standard,24331.32,,False,False,False,-0.006733593657105212,False,0.505857977194877,False,2022.0,4.0,2.0,Monday,-290.39814814814815,-0.0018518518518249039,Medium,13259.31,9,-708.2766666666666,6,0.04205607476635514
TXN001736,CLI0148,2022-11-19 03:00:00,498.9,EUR,1.0,498.9,Paiement CB,Credit Auto,Lille-Grand-Place,Credit,Complete,713.0,Standard,34594.47,,False,False,False,0.04993429971457499,False,0.6575586821951559,False,2022.0,11.0,4.0,Saturday,498.9,0.0,Low,19508.75,18,-509.2705555555556,8,0.04205607476635514
TXN000455,CLI0073,2023-09-30 19:57:00,-182.59,EUR,1.0,-182.59,Retrait DAB,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,747.0,Premium,45174.29,,False,False,False,0.0024054667436491884,False,0.9290231016693392,False,2023.0,9.0,3.0,Saturday,-182.59,0.0,Low,18534.879999999997,15,418.22666666666663,7,0.05572755417956656
TXN000804,CLI0011,2024-07-01 03:04:00,472.07,EUR,1.0,472.07,Retrait DAB,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,672.0,Standard,49483.27,,False,False,False,0.04806310778423127,False,0.3302045292998173,False,2024.0,7.0,3.0,Monday,472.07,0.0,Medium,113017.77,15,-6188.332666666667,6,0.04519774011299435
TXN000431,CLI0007,2023-02-18 14:05:00,787.74,EUR,1.0,787.74,Depot especes,Credit Immobilier,Nantes-Commerce,Credit,Complete,635.0,Standard,6264.86,,False,False,False,0.0700787304697177,False,0.03478736693085319,False,2023.0,2.0,1.0,Saturday,787.74,0.0,Medium,15911.36,15,-648.3413333333334,7,0.085
TXN000830,CLI0036,2024-05-12 07:13:00,-417.35,EUR,1.0,-417.35,Paiement CB,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,572.0,Risque,34819.46,,False,False,False,-0.013967288290547266,False,-0.4682202338595452,False,2024.0,5.0,2.0,Sunday,-417.35,0.0,High,19039.65,18,-42.36277777777781,8,0.05572755417956656
